ID,Sale Date,Product,Type,Category,Cost Price,Sales Price
18923,2023-07-11,Strawberry Pie,Sweet,Pies,25.94,38.43
18924,2023-10-11,Potato Bread,Savory,Breads,4.71,8.73
18925,2022-08-04,Cheese Bread,Savory,Breads,2.15,3.95
18926,2023-05-24,Banana Bread,Sweet,Breads,6.14,9.48
18927,2023-07-10,Chocolate Pie,Sweet,Pies,8.55,17.24
18928,2022-04-16,Mint Chocolate Chip Ice Cream,Sweet,Ice Creams,7.53,13.37
18929,2023-11-01,Chocolate Ice Cream,Sweet,Ice Creams,6.97,15.27
18930,2023-06-14,Carrot Cake,Sweet,Cakes,7.37,14.03
18931,2022-11-01,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
18932,2023-03-29,Strawberry Pie,Sweet,Pies,25.94,38.43
18933,2023-07-15,Cheese Bread,Savory,Breads,2.15,3.95
18934,2022-11-08,Chocolate Pie,Sweet,Pies,8.55,17.24
18935,2023-09-11,Passion Fruit Pie,Sweet,Pies,11.19,19.42
18936,2022-06-10,Whole Wheat Bread,Savory,Breads,3.82,5.49
18937,2022-11-19,Passion Fruit Pie,Sweet,Pies,11.19,19.42
18938,2022-06-19,Rye Bread,Savory,Breads,2.46,5.29
18939,2022-05-16,Red Velvet Cake,Sweet,Cakes,30.92,45.57
18940,2023-04-05,Cheese Puffs,Savory,Cookies,2.49,4.71
18941,2022-07-07,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
18942,2023-06-18,Cheese Bread,Savory,Breads,2.15,3.95
18943,2022-04-15,Cheese Puffs,Savory,Cookies,2.49,4.71
18944,2022-07-21,Red Velvet Cake,Sweet,Cakes,30.92,45.57
18945,2023-07-19,Banana Bread,Sweet,Breads,6.14,9.48
18946,2022-11-13,Carrot Cake,Sweet,Cakes,7.37,14.03
18947,2023-11-03,Chocolate Pie,Sweet,Pies,8.55,17.24
18948,2023-10-01,Chocolate Ice Cream,Sweet,Ice Creams,6.97,15.27
18949,2022-03-23,Coconut Ice Cream,Sweet,Ice Creams,7.67,13.02
18950,2023-01-16,Shortbread Cookies,Sweet,Cookies,0.7,1.28
18951,2023-08-12,Banana Bread,Sweet,Breads,6.14,9.48
18952,2022-02-10,Oatmeal Cookies,Sweet,Cookies,2.88,4.5
18953,2022-12-07,Oatmeal Cookies,Sweet,Cookies,2.88,4.5
18954,2022-01-09,Apple Pie,Sweet,Pies,9.73,20.38
18955,2022-06-07,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
18956,2023-06-08,Passion Fruit Pie,Sweet,Pies,11.19,19.42
18957,2023-03-02,Pretzels,Savory,Cookies,0.72,1.11
18958,2022-05-26,Chocolate Cake,Sweet,Cakes,11.02,21.75
18959,2022-11-22,Vanilla Ice Cream,Sweet,Ice Creams,8.35,14.46
18960,2023-11-01,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
18961,2023-03-29,Red Velvet Cake,Sweet,Cakes,30.92,45.57
18962,2022-01-10,Garlic Bread,Savory,Breads,5.31,9.22
18963,2022-12-17,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
18964,2023-08-07,Vanilla Ice Cream,Sweet,Ice Creams,8.35,14.46
18965,2022-02-24,Garlic Bread,Savory,Breads,5.31,9.22
18966,2023-01-22,Cookies,Sweet,Cookies,1.34,2.5
18967,2022-08-02,Vanilla Ice Cream,Sweet,Ice Creams,8.35,14.46
18968,2023-11-24,Potato Bread,Savory,Breads,4.71,8.73
18969,2023-11-15,Carrot Cake,Sweet,Cakes,7.37,14.03
18970,2022-12-12,Red Velvet Cake,Sweet,Cakes,30.92,45.57
18971,2023-11-21,Baguette,Savory,Breads,3.91,8.02
18972,2022-08-23,Cheese Crackers,Savory,Cookies,1.29,2.8
18973,2023-08-21,Passion Fruit Pie,Sweet,Pies,11.19,19.42
18974,2023-08-12,Coconut Ice Cream,Sweet,Ice Creams,7.67,13.02
18975,2023-07-18,Coconut Ice Cream,Sweet,Ice Creams,7.67,13.02
18976,2022-07-09,Pecan Pie,Sweet,Pies,18.56,34.86
18977,2022-01-13,Red Velvet Cake,Sweet,Cakes,30.92,45.57
18978,2023-09-18,Potato Bread,Savory,Breads,4.71,8.73
18979,2023-02-13,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
18980,2023-10-22,Carrot Cake,Sweet,Cakes,7.37,14.03
18981,2023-01-04,Apple Pie,Sweet,Pies,9.73,20.38
18982,2022-10-15,Shortbread Cookies,Sweet,Cookies,0.7,1.28
18983,2022-06-21,Pecan Pie,Sweet,Pies,18.56,34.86
18984,2022-10-31,Potato Bread,Savory,Breads,4.71,8.73
18985,2022-03-05,Potato Bread,Savory,Breads,4.71,8.73
18986,2022-10-06,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
18987,2023-04-27,Chocolate Cake,Sweet,Cakes,11.02,21.75
18988,2022-04-19,Rye Bread,Savory,Breads,2.46,5.29
18989,2022-08-24,Pecan Pie,Sweet,Pies,18.56,34.86
18990,2023-08-07,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
18991,2022-12-27,Potato Bread,Savory,Breads,4.71,8.73
18992,2022-10-18,Oatmeal Cookies,Sweet,Cookies,2.88,4.5
18993,2023-04-20,Red Velvet Cake,Sweet,Cakes,30.92,45.57
18994,2022-03-01,Cornbread,Savory,Breads,1.41,2.94
18995,2022-06-23,Cookies,Sweet,Cookies,1.34,2.5
18996,2023-07-12,Cheese Bread,Savory,Breads,2.15,3.95
18997,2022-07-16,Apple Pie,Sweet,Pies,9.73,20.38
18998,2023-02-26,Oatmeal Cookies,Sweet,Cookies,2.88,4.5
18999,2023-01-12,Chocolate Cake,Sweet,Cakes,11.02,21.75
19000,2023-09-11,Coconut Ice Cream,Sweet,Ice Creams,7.67,13.02
19001,2023-02-21,Carrot Cake,Sweet,Cakes,7.37,14.03
19002,2022-07-06,Baguette,Savory,Breads,3.91,8.02
19003,2023-11-06,Carrot Cake,Sweet,Cakes,7.37,14.03
19004,2022-01-24,Whole Wheat Bread,Savory,Breads,3.82,5.49
19005,2022-06-25,Chocolate Cake,Sweet,Cakes,11.02,21.75
19006,2022-06-09,Chocolate Pie,Sweet,Pies,8.55,17.24
19007,2023-09-07,Cheese Puffs,Savory,Cookies,2.49,4.71
19008,2022-10-07,Vanilla Ice Cream,Sweet,Ice Creams,8.35,14.46
19009,2022-09-27,Apple Pie,Sweet,Pies,9.73,20.38
19010,2023-03-13,Banana Bread,Sweet,Breads,6.14,9.48
19011,2023-05-22,Passion Fruit Pie,Sweet,Pies,11.19,19.42
19012,2023-10-09,Rye Bread,Savory,Breads,2.46,5.29
19013,2023-12-16,Chocolate Pie,Sweet,Pies,8.55,17.24
19014,2022-02-23,Baguette,Savory,Breads,3.91,8.02
19015,2022-12-13,Passion Fruit Pie,Sweet,Pies,11.19,19.42
19016,2023-10-21,Chocolate Cake,Sweet,Cakes,11.02,21.75
19017,2022-09-21,Cornbread,Savory,Breads,1.41,2.94
19018,2022-10-25,Cheese Bread,Savory,Breads,2.15,3.95
19019,2023-01-26,Coconut Ice Cream,Sweet,Ice Creams,7.67,13.02
19020,2023-07-24,Oatmeal Cookies,Sweet,Cookies,2.88,4.5
19021,2023-03-05,Cookies,Sweet,Cookies,1.34,2.5
19022,2022-07-13,Chocolate Cake,Sweet,Cakes,11.02,21.75
19023,2022-01-01,Mint Chocolate Chip Ice Cream,Sweet,Ice Creams,7.53,13.37
19024,2022-04-07,Cheese Bread,Savory,Breads,2.15,3.95
19025,2022-01-28,Garlic Bread,Savory,Breads,5.31,9.22
19026,2022-08-30,Cheese Puffs,Savory,Cookies,2.49,4.71
19027,2022-03-23,Rye Bread,Savory,Breads,2.46,5.29
19028,2022-04-10,Banana Bread,Sweet,Breads,6.14,9.48
19029,2022-08-12,Chocolate Ice Cream,Sweet,Ice Creams,6.97,15.27
19030,2022-02-26,Carrot Cake,Sweet,Cakes,7.37,14.03
19031,2022-03-22,Banana Bread,Sweet,Breads,6.14,9.48
19032,2023-08-23,Apple Pie,Sweet,Pies,9.73,20.38
19033,2023-10-18,Vanilla Ice Cream,Sweet,Ice Creams,8.35,14.46
19034,2023-10-25,Oatmeal Cookies,Sweet,Cookies,2.88,4.5
19035,2023-10-15,Apple Pie,Sweet,Pies,9.73,20.38
19036,2022-09-09,Vanilla Ice Cream,Sweet,Ice Creams,8.35,14.46
19037,2022-03-15,Passion Fruit Pie,Sweet,Pies,11.19,19.42
19038,2022-09-14,Passion Fruit Pie,Sweet,Pies,11.19,19.42
19039,2023-01-23,Cornbread,Savory,Breads,1.41,2.94
19040,2023-01-28,Chocolate Cake,Sweet,Cakes,11.02,21.75
19041,2022-02-06,Mint Chocolate Chip Ice Cream,Sweet,Ice Creams,7.53,13.37
19042,2022-12-20,Whole Wheat Bread,Savory,Breads,3.82,5.49
19043,2022-12-13,Cookies,Sweet,Cookies,1.34,2.5
19044,2023-01-12,Carrot Cake,Sweet,Cakes,7.37,14.03
19045,2022-06-14,Oatmeal Cookies,Sweet,Cookies,2.88,4.5
19046,2023-04-17,Rye Bread,Savory,Breads,2.46,5.29
19047,2022-04-06,Chocolate Cake,Sweet,Cakes,11.02,21.75
19048,2023-04-07,Chocolate Cake,Sweet,Cakes,11.02,21.75
19049,2023-08-29,Passion Fruit Pie,Sweet,Pies,11.19,19.42
19050,2022-10-24,Oatmeal Cookies,Sweet,Cookies,2.88,4.5
19051,2023-07-14,Carrot Cake,Sweet,Cakes,7.37,14.03
19052,2022-11-13,Chocolate Pie,Sweet,Pies,8.55,17.24
19053,2023-08-24,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
19054,2022-05-21,Lemon Pie,Sweet,Pies,17.37,33.56
19055,2022-07-29,Rye Bread,Savory,Breads,2.46,5.29
19056,2023-06-15,Shortbread Cookies,Sweet,Cookies,0.7,1.28
19057,2023-07-16,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
19058,2023-07-05,Pecan Pie,Sweet,Pies,18.56,34.86
19059,2022-10-11,Apple Pie,Sweet,Pies,9.73,20.38
19060,2023-11-27,Chocolate Pie,Sweet,Pies,8.55,17.24
19061,2022-07-31,Vanilla Ice Cream,Sweet,Ice Creams,8.35,14.46
19062,2022-08-16,Carrot Cake,Sweet,Cakes,7.37,14.03
19063,2022-02-13,Strawberry Pie,Sweet,Pies,25.94,38.43
19064,2023-04-22,Strawberry Ice Cream,Sweet,Ice Creams,10.96,15.86
19065,2023-01-07,Garlic Bread,Savory,Breads,5.31,9.22
19066,2022-02-08,Coconut Ice Cream,Sweet,Ice Creams,7.67,13.02
19067,2022-12-13,Pecan Pie,Sweet,Pies,18.56,34.86
19068,2022-03-15,Strawberry Pie,Sweet,Pies,25.94,38.43
19069,2023-07-25,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
19070,2023-01-22,Vanilla Ice Cream,Sweet,Ice Creams,8.35,14.46
19071,2022-07-15,Pretzels,Savory,Cookies,0.72,1.11
19072,2022-12-22,Potato Bread,Savory,Breads,4.71,8.73
19073,2023-11-30,Potato Bread,Savory,Breads,4.71,8.73
19074,2022-03-14,Banana Bread,Sweet,Breads,6.14,9.48
19075,2023-10-27,Potato Bread,Savory,Breads,4.71,8.73
19076,2022-01-21,Cheese Bread,Savory,Breads,2.15,3.95
19077,2023-09-13,Cheese Crackers,Savory,Cookies,1.29,2.8
19078,2023-06-27,Cheese Crackers,Savory,Cookies,1.29,2.8
19079,2023-05-11,Baguette,Savory,Breads,3.91,8.02
19080,2023-03-18,Baguette,Savory,Breads,3.91,8.02
19081,2022-01-09,Cornbread,Savory,Breads,1.41,2.94
19082,2023-09-12,Apple Pie,Sweet,Pies,9.73,20.38
19083,2023-07-19,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
19084,2023-05-27,Banana Bread,Sweet,Breads,6.14,9.48
19085,2023-05-07,Carrot Cake,Sweet,Cakes,7.37,14.03
19086,2023-06-09,Potato Bread,Savory,Breads,4.71,8.73
19087,2023-08-06,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
19088,2022-09-25,Carrot Cake,Sweet,Cakes,7.37,14.03
19089,2022-03-04,Pretzels,Savory,Cookies,0.72,1.11
19090,2022-06-30,Cookies,Sweet,Cookies,1.34,2.5
19091,2022-01-25,Cheese Puffs,Savory,Cookies,2.49,4.71
19092,2022-12-23,Carrot Cake,Sweet,Cakes,7.37,14.03
19093,2022-05-23,Pretzels,Savory,Cookies,0.72,1.11
19094,2022-05-22,Strawberry Pie,Sweet,Pies,25.94,38.43
19095,2023-03-24,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
19096,2022-10-29,Vanilla Ice Cream,Sweet,Ice Creams,8.35,14.46
19097,2023-09-16,Cornbread,Savory,Breads,1.41,2.94
19098,2023-02-25,Strawberry Pie,Sweet,Pies,25.94,38.43
19099,2022-07-25,Whole Wheat Bread,Savory,Breads,3.82,5.49
19100,2023-12-08,Coconut Ice Cream,Sweet,Ice Creams,7.67,13.02
19101,2022-03-12,Pretzels,Savory,Cookies,0.72,1.11
19102,2023-09-10,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
19103,2022-02-25,Strawberry Pie,Sweet,Pies,25.94,38.43
19104,2023-01-29,Cheese Puffs,Savory,Cookies,2.49,4.71
19105,2022-12-03,Cheese Puffs,Savory,Cookies,2.49,4.71
19106,2023-07-12,Potato Bread,Savory,Breads,4.71,8.73
19107,2023-10-15,Oatmeal Cookies,Sweet,Cookies,2.88,4.5
19108,2023-04-20,Vanilla Ice Cream,Sweet,Ice Creams,8.35,14.46
19109,2023-06-23,Apple Pie,Sweet,Pies,9.73,20.38
19110,2023-11-23,Passion Fruit Pie,Sweet,Pies,11.19,19.42
19111,2023-12-26,Coconut Ice Cream,Sweet,Ice Creams,7.67,13.02
19112,2023-08-29,Shortbread Cookies,Sweet,Cookies,0.7,1.28
19113,2023-11-30,Cheese Puffs,Savory,Cookies,2.49,4.71
19114,2023-04-04,Carrot Cake,Sweet,Cakes,7.37,14.03
19115,2023-01-30,Chocolate Cake,Sweet,Cakes,11.02,21.75
19116,2023-09-08,Cheese Bread,Savory,Breads,2.15,3.95
19117,2022-01-09,Red Velvet Cake,Sweet,Cakes,30.92,45.57
19118,2023-01-09,Coconut Ice Cream,Sweet,Ice Creams,7.67,13.02
19119,2023-06-11,Banana Bread,Sweet,Breads,6.14,9.48
19120,2023-03-24,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
19121,2023-12-17,Apple Pie,Sweet,Pies,9.73,20.38
19122,2022-10-19,Pecan Pie,Sweet,Pies,18.56,34.86
19123,2023-05-13,Banana Bread,Sweet,Breads,6.14,9.48
19124,2022-12-26,Baguette,Savory,Breads,3.91,8.02
19125,2022-09-13,Cheese Bread,Savory,Breads,2.15,3.95
19126,2022-02-13,Vanilla Ice Cream,Sweet,Ice Creams,8.35,14.46
19127,2023-06-26,Baguette,Savory,Breads,3.91,8.02
19128,2022-12-16,Vanilla Ice Cream,Sweet,Ice Creams,8.35,14.46
19129,2022-02-27,Red Velvet Cake,Sweet,Cakes,30.92,45.57
19130,2023-05-28,Cheese Puffs,Savory,Cookies,2.49,4.71
19131,2022-02-11,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
19132,2022-09-14,Cheese Crackers,Savory,Cookies,1.29,2.8
19133,2023-12-14,Apple Pie,Sweet,Pies,9.73,20.38
19134,2023-08-28,Garlic Bread,Savory,Breads,5.31,9.22
19135,2023-03-04,Pecan Pie,Sweet,Pies,18.56,34.86
19136,2022-09-25,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
19137,2022-09-01,Baguette,Savory,Breads,3.91,8.02
19138,2023-11-15,Cheese Bread,Savory,Breads,2.15,3.95
19139,2022-01-29,Banana Bread,Sweet,Breads,6.14,9.48
19140,2022-03-26,Carrot Cake,Sweet,Cakes,7.37,14.03
19141,2023-01-30,Chocolate Cake,Sweet,Cakes,11.02,21.75
19142,2022-04-19,Carrot Cake,Sweet,Cakes,7.37,14.03
19143,2023-07-06,Pretzels,Savory,Cookies,0.72,1.11
19144,2022-06-25,Chocolate Cake,Sweet,Cakes,11.02,21.75
19145,2022-06-23,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
19146,2022-09-14,Pretzels,Savory,Cookies,0.72,1.11
19147,2022-07-11,Apple Pie,Sweet,Pies,9.73,20.38
19148,2023-03-31,Banana Bread,Sweet,Breads,6.14,9.48
19149,2022-02-27,Whole Wheat Bread,Savory,Breads,3.82,5.49
19150,2022-01-21,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
19151,2023-01-19,Pecan Pie,Sweet,Pies,18.56,34.86
19152,2023-04-19,Cookies,Sweet,Cookies,1.34,2.5
19153,2022-02-05,Banana Bread,Sweet,Breads,6.14,9.48
19154,2022-11-03,Cheese Crackers,Savory,Cookies,1.29,2.8
19155,2023-08-02,Cheese Bread,Savory,Breads,2.15,3.95
19156,2023-10-29,Passion Fruit Pie,Sweet,Pies,11.19,19.42
19157,2023-06-06,Strawberry Ice Cream,Sweet,Ice Creams,10.96,15.86
19158,2022-10-08,Pecan Pie,Sweet,Pies,18.56,34.86
19159,2023-01-29,Strawberry Pie,Sweet,Pies,25.94,38.43
19160,2022-01-09,Cookies,Sweet,Cookies,1.34,2.5
19161,2022-06-27,Cheese Crackers,Savory,Cookies,1.29,2.8
19162,2023-11-26,Chocolate Pie,Sweet,Pies,8.55,17.24
19163,2023-03-01,Chocolate Cake,Sweet,Cakes,11.02,21.75
19164,2023-12-19,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
19165,2022-09-25,Cornbread,Savory,Breads,1.41,2.94
19166,2022-07-02,Chocolate Cake,Sweet,Cakes,11.02,21.75
19167,2022-11-05,Cookies,Sweet,Cookies,1.34,2.5
19168,2023-10-19,Potato Bread,Savory,Breads,4.71,8.73
19169,2022-08-03,Banana Bread,Sweet,Breads,6.14,9.48
19170,2022-04-28,Chocolate Ice Cream,Sweet,Ice Creams,6.97,15.27
19171,2023-05-06,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
19172,2022-11-08,Red Velvet Cake,Sweet,Cakes,30.92,45.57
19173,2022-02-26,Apple Pie,Sweet,Pies,9.73,20.38
19174,2023-06-06,Chocolate Cake,Sweet,Cakes,11.02,21.75
19175,2023-10-24,Banana Bread,Sweet,Breads,6.14,9.48
19176,2023-11-10,Baguette,Savory,Breads,3.91,8.02
19177,2023-07-21,Oatmeal Cookies,Sweet,Cookies,2.88,4.5
19178,2023-04-12,Apple Pie,Sweet,Pies,9.73,20.38
19179,2023-05-08,Chocolate Cake,Sweet,Cakes,11.02,21.75
19180,2022-03-14,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
19181,2023-02-17,Cookies,Sweet,Cookies,1.34,2.5
19182,2023-09-18,Shortbread Cookies,Sweet,Cookies,0.7,1.28
19183,2023-10-25,Vanilla Ice Cream,Sweet,Ice Creams,8.35,14.46
19184,2023-01-29,Red Velvet Cake,Sweet,Cakes,30.92,45.57
19185,2023-07-21,Chocolate Pie,Sweet,Pies,8.55,17.24
19186,2022-10-25,Apple Pie,Sweet,Pies,9.73,20.38
19187,2023-09-02,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
19188,2023-03-23,Red Velvet Cake,Sweet,Cakes,30.92,45.57
19189,2023-09-04,Vanilla Ice Cream,Sweet,Ice Creams,8.35,14.46
19190,2022-04-11,Baguette,Savory,Breads,3.91,8.02
19191,2022-01-22,Rye Bread,Savory,Breads,2.46,5.29
19192,2023-02-18,Banana Bread,Sweet,Breads,6.14,9.48
19193,2022-09-11,Oatmeal Cookies,Sweet,Cookies,2.88,4.5
19194,2022-07-24,Chocolate Cake,Sweet,Cakes,11.02,21.75
19195,2022-05-31,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
19196,2023-03-08,Coconut Ice Cream,Sweet,Ice Creams,7.67,13.02
19197,2023-04-05,Pretzels,Savory,Cookies,0.72,1.11
19198,2022-05-09,Cheese Puffs,Savory,Cookies,2.49,4.71
19199,2022-07-11,Pecan Pie,Sweet,Pies,18.56,34.86
19200,2022-04-02,Carrot Cake,Sweet,Cakes,7.37,14.03
19201,2022-03-10,Banana Bread,Sweet,Breads,6.14,9.48
19202,2022-02-06,Cheese Puffs,Savory,Cookies,2.49,4.71
19203,2022-11-01,Carrot Cake,Sweet,Cakes,7.37,14.03
19204,2022-12-14,Lemon Pie,Sweet,Pies,17.37,33.56
19205,2022-10-21,Carrot Cake,Sweet,Cakes,7.37,14.03
19206,2023-07-12,Pretzels,Savory,Cookies,0.72,1.11
19207,2022-09-24,Passion Fruit Pie,Sweet,Pies,11.19,19.42
19208,2023-07-27,Strawberry Pie,Sweet,Pies,25.94,38.43
19209,2023-05-08,Pecan Pie,Sweet,Pies,18.56,34.86
19210,2023-04-05,Pretzels,Savory,Cookies,0.72,1.11
19211,2022-06-23,Chocolate Cake,Sweet,Cakes,11.02,21.75
19212,2023-07-24,Baguette,Savory,Breads,3.91,8.02
19213,2023-08-30,Strawberry Pie,Sweet,Pies,25.94,38.43
19214,2022-10-11,Strawberry Pie,Sweet,Pies,25.94,38.43
19215,2022-09-03,Shortbread Cookies,Sweet,Cookies,0.7,1.28
19216,2022-12-09,Cheese Puffs,Savory,Cookies,2.49,4.71
19217,2023-01-03,Mint Chocolate Chip Ice Cream,Sweet,Ice Creams,7.53,13.37
19218,2023-10-24,Whole Wheat Bread,Savory,Breads,3.82,5.49
19219,2022-11-18,Cheese Puffs,Savory,Cookies,2.49,4.71
19220,2023-03-11,Red Velvet Cake,Sweet,Cakes,30.92,45.57
19221,2023-08-10,Cheese Bread,Savory,Breads,2.15,3.95
19222,2022-10-19,Chocolate Ice Cream,Sweet,Ice Creams,6.97,15.27
19223,2022-04-25,Coconut Ice Cream,Sweet,Ice Creams,7.67,13.02
19224,2022-04-04,Baguette,Savory,Breads,3.91,8.02
19225,2022-03-11,Pretzels,Savory,Cookies,0.72,1.11
19226,2022-07-27,Banana Bread,Sweet,Breads,6.14,9.48
19227,2022-01-12,Cheese Bread,Savory,Breads,2.15,3.95
19228,2023-05-13,Banana Bread,Sweet,Breads,6.14,9.48
19229,2023-08-07,Vanilla Ice Cream,Sweet,Ice Creams,8.35,14.46
19230,2023-08-19,Cheese Crackers,Savory,Cookies,1.29,2.8
19231,2022-12-20,Pecan Pie,Sweet,Pies,18.56,34.86
19232,2022-12-16,Strawberry Ice Cream,Sweet,Ice Creams,10.96,15.86
19233,2023-02-16,Vanilla Ice Cream,Sweet,Ice Creams,8.35,14.46
19234,2022-06-03,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
19235,2023-04-03,Banana Bread,Sweet,Breads,6.14,9.48
19236,2023-03-03,Baguette,Savory,Breads,3.91,8.02
19237,2023-08-15,Cheese Bread,Savory,Breads,2.15,3.95
19238,2022-12-26,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
19239,2023-10-10,Banana Bread,Sweet,Breads,6.14,9.48
19240,2023-12-16,Lemon Pie,Sweet,Pies,17.37,33.56
19241,2022-11-06,Strawberry Ice Cream,Sweet,Ice Creams,10.96,15.86
19242,2023-01-03,Apple Pie,Sweet,Pies,9.73,20.38
19243,2023-08-22,Banana Bread,Sweet,Breads,6.14,9.48
19244,2022-09-19,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
19245,2022-03-29,Passion Fruit Pie,Sweet,Pies,11.19,19.42
19246,2023-08-31,Passion Fruit Pie,Sweet,Pies,11.19,19.42
19247,2023-05-27,Apple Pie,Sweet,Pies,9.73,20.38
19248,2022-12-18,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
19249,2022-05-18,Whole Wheat Bread,Savory,Breads,3.82,5.49
19250,2023-01-17,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
19251,2022-10-03,Passion Fruit Pie,Sweet,Pies,11.19,19.42
19252,2022-08-14,Vanilla Ice Cream,Sweet,Ice Creams,8.35,14.46
19253,2023-12-14,Apple Pie,Sweet,Pies,9.73,20.38
19254,2023-02-09,Strawberry Ice Cream,Sweet,Ice Creams,10.96,15.86
19255,2023-06-17,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
19256,2022-02-16,Banana Bread,Sweet,Breads,6.14,9.48
19257,2022-05-05,Shortbread Cookies,Sweet,Cookies,0.7,1.28
19258,2022-11-12,Garlic Bread,Savory,Breads,5.31,9.22
19259,2022-12-30,Banana Bread,Sweet,Breads,6.14,9.48
19260,2022-03-13,Banana Bread,Sweet,Breads,6.14,9.48
19261,2023-04-08,Baguette,Savory,Breads,3.91,8.02
19262,2023-08-26,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
19263,2022-01-23,Strawberry Pie,Sweet,Pies,25.94,38.43
19264,2023-12-30,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
19265,2023-01-31,Red Velvet Cake,Sweet,Cakes,30.92,45.57
19266,2023-09-13,Oatmeal Cookies,Sweet,Cookies,2.88,4.5
19267,2022-04-10,Cheese Bread,Savory,Breads,2.15,3.95
19268,2023-11-24,Pretzels,Savory,Cookies,0.72,1.11
19269,2023-05-09,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
19270,2022-09-29,Apple Pie,Sweet,Pies,9.73,20.38
19271,2023-08-30,Carrot Cake,Sweet,Cakes,7.37,14.03
19272,2022-11-23,Shortbread Cookies,Sweet,Cookies,0.7,1.28
19273,2023-06-11,Pecan Pie,Sweet,Pies,18.56,34.86
19274,2023-09-03,Cornbread,Savory,Breads,1.41,2.94
19275,2023-04-03,Banana Bread,Sweet,Breads,6.14,9.48
19276,2023-04-07,Potato Bread,Savory,Breads,4.71,8.73
19277,2022-07-18,Pecan Pie,Sweet,Pies,18.56,34.86
19278,2022-06-28,Strawberry Pie,Sweet,Pies,25.94,38.43
19279,2023-05-06,Pretzels,Savory,Cookies,0.72,1.11
19280,2023-01-29,Vanilla Ice Cream,Sweet,Ice Creams,8.35,14.46
19281,2022-09-14,Pecan Pie,Sweet,Pies,18.56,34.86
19282,2023-10-24,Pretzels,Savory,Cookies,0.72,1.11
19283,2022-06-04,Chocolate Ice Cream,Sweet,Ice Creams,6.97,15.27
19284,2023-01-17,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
19285,2022-11-19,Passion Fruit Pie,Sweet,Pies,11.19,19.42
19286,2023-10-03,Strawberry Pie,Sweet,Pies,25.94,38.43
19287,2022-10-17,Cheese Bread,Savory,Breads,2.15,3.95
19288,2022-12-23,Whole Wheat Bread,Savory,Breads,3.82,5.49
19289,2023-02-13,Carrot Cake,Sweet,Cakes,7.37,14.03
19290,2022-07-26,Oatmeal Cookies,Sweet,Cookies,2.88,4.5
19291,2023-06-14,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
19292,2023-03-27,Pistachio Ice Cream,Sweet,Ice Creams,10.52,16.43
19293,2023-07-07,Apple Pie,Sweet,Pies,9.73,20.38
19294,2023-12-15,Garlic Bread,Savory,Breads,5.31,9.22
19295,2023-04-23,Pecan Pie,Sweet,Pies,18.56,34.86
19296,2023-12-22,Pretzels,Savory,Cookies,0.72,1.11
19297,2023-09-04,Cheese Bread,Savory,Breads,2.15,3.95
19298,2023-02-16,Cookies,Sweet,Cookies,1.34,2.5
19299,2023-07-18,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
19300,2023-05-13,Banana Bread,Sweet,Breads,6.14,9.48
19301,2023-09-04,Passion Fruit Cake,Sweet,Cakes,28.09,46.18
19302,2023-03-23,Apple Pie,Sweet,Pies,9.73,20.38
19303,2022-04-05,Cheese Bread,Savory,Breads,2.15,3.95
19304,2022-05-04,Rye Bread,Savory,Breads,2.46,5.29
19305,2022-04-04,Cheese Bread,Savory,Breads,2.15,3.95
